"事务名称","应用名称","Apdex","响应时间中位数(ms)","响应时间 P75 (ms)","响应时间 P95 (ms)","响应时间 P99 (ms)","平均请求时间","吞吐率 (/s)","请求数","错误率(%)","错误次数","慢次数","异常次数","请求类型"
"URI/grcv5/resources/PDF.js/web/cmaps/UniGB-UCS2-H.bcmap","org.springframework.boot.loader.WarLauncher","1.0","5.0625","31.314453125","35.862890353892","36.7725783418864","21.50","< 0.01","2","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/legalStaffManagement/informationManagement/change.html","org.springframework.boot.loader.WarLauncher","1.0","5.0625","5.53125","5.906249977648258","5.981250017881393","5.50","< 0.01","2","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrMajorContractService.getListByCreateUnitId.dwr","org.springframework.boot.loader.WarLauncher","1.0","5.0546875","28.83251953125","67.63276513433084","71.92655741423368","20.14","< 0.01","7","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrOppositeService.deleteChangeMark.dwr","org.springframework.boot.loader.WarLauncher","1.0","5.05","6.328125","7.837499961256981","7.967500030994415","6.13","< 0.01","8","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/contractTemplate/invalid.html","org.springframework.boot.loader.WarLauncher","1.0","5.046875","5.296875","5.859374910593033","5.97187502682209","5.67","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/serverapi/v1/thirdParty/getOppDocking","fawuorg.springframework.boot.loader.WarLauncher","0.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","100.00","1","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrCodeSettingService.getSerialNum.dwr","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/user-tasks/replied-communication (POST)","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","1","Web请求"
"URI/grcv5/user/product/contractTemplate/undo.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/resources/product/contractTempSearchTemplate.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductControlUtilsService.getDataByFormDefInfo.dwr","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/resources/PDF.js/web/cmaps/GBK2K-V.bcmap","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrInformationManagementService.findParamStatus.dwr","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractSearchService.getExportColumnData.dwr","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/resources/product/legalAdviserTemplate.html","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/flowDesignService.getCodeClassChildren.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","7.59375","14.524999648332596","15.705000281333923","7.63","< 0.01","32","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/contractTemplate/evaluate.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/user-manager/users/switch/login-token","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","2","0.00","0","0","2","Web请求"
"URI/grcv5/resources/template/admin/flowNew/flowPropertyCooperateFlowFillValueCustomEditPage.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/contractTemplate/invalid.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/wp/contractStatistics/contractDataStat.htm","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrCategorySelectorService.searchCategory.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.50","< 0.01","2","0.00","0","0","0","Web请求"
"URI/grcv5/*/*/1682637.pdf","org.springframework.boot.loader.WarLauncher","1.0","5.0","5.0","5.0","5.0","5.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrUserGroupService.searchGroupUserAppUserAndUserGroups.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","49.5","52.75","55.35000017711094","55.870000566755024","51.86","< 0.01","7","0.00","0","0","0","Web请求"
"SpringController/serverapi/v1/zg-user-org/receiveUserAndOrg (POST)","org.springframework.boot.loader.WarLauncher","1.0","483.0","483.0","483.0","483.0","483.00","< 0.01","1","0.00","0","0","5","Web请求"
"URI/grcv5/dwr/call/plaincall/hdCommunicationService.findCommunicationList.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","48.05419921875","96.8731689453125","121.77462983108126","126.75492794520687","58.67","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/wp/oppositeManager/oppositeList.htm","org.springframework.boot.loader.WarLauncher","1.0","48.0","50.5","52.49999988079071","52.90000009536743","48.00","< 0.01","2","0.00","0","0","0","Web请求"
"URI/grcv5/wp/G_1_oppositeAccess/G_1_oppositeAccessList.htm","org.springframework.boot.loader.WarLauncher","1.0","47.0","47.0","47.0","47.0","47.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/wp/contractTemplate/contractTemplateList.htm","fawuorg.springframework.boot.loader.WarLauncher","1.0","46.0","46.0","46.0","46.0","46.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/wp/oppositeManager/oppositeEdit.htm","org.springframework.boot.loader.WarLauncher","1.0","46.0","46.0","46.0","46.0","46.00","< 0.01","1","0.00","0","0","0","Web请求"
"URI/grcv5/rest/mobile/thirdpartylogin.json","org.springframework.boot.loader.WarLauncher","0.9498607242339833","45.51800537109375","53.504791259765625","76.18437912143193","92.40827789157629","47.18","< 0.01","359","5.01","18","0","2154","Web请求"
"SpringController/serverapi/cj/rest/dataCenter/upload (POST)","org.springframework.boot.loader.WarLauncher","1.0","44.8505859375","108.1219482421875","291.92926025390625","384.78576349583454","92.65","< 0.01","20","0.00","0","0","60","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrUserGroupService.searchGroupUsers.dwr","org.springframework.boot.loader.WarLauncher","1.0","44.8505859375","52.32568359375","57.76552740763873","57.95310567319393","36.86","< 0.01","14","0.00","0","0","0","Web请求"
"URI/grcv5/rest/mobile/thirdpartylogin.json","fawuorg.springframework.boot.loader.WarLauncher","0.9114832535885168","44.377008322010866","53.11033670176631","76.73382302475247","125.85410613566637","49.47","< 0.01","209","8.61","18","0","1254","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractSignInfoService.updateContractInfo.dwr","org.springframework.boot.loader.WarLauncher","0.0","4383.292962377722","7481.8276426792145","25251.16829404235","34343.02498812998","7882.70","< 0.01","20","0.00","0","20","100","Web请求"
"URI/grcv5/dwr/call/plaincall/userService.setUserProps.dwr","org.springframework.boot.loader.WarLauncher","1.0","43.0","43.0","43.0","43.0","43.00","< 0.01","1","0.00","0","0","0","Web请求"
"SpringController/${url.workflow.state2}","fawuorg.springframework.boot.loader.WarLauncher","0.8157894736842105","423.2974273681641","504.9995532565647","564.9998986048288","576.9999736977237","406.68","< 0.01","19","0.00","0","0","19","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.initIamContractInfo.dwr","org.springframework.boot.loader.WarLauncher","1.0","423.0","425.0","426.59999990463257","426.92000007629395","423.00","< 0.01","2","0.00","0","0","4","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.initIamContractInfo.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","420.0","420.0","420.0","420.0","420.00","< 0.01","1","0.00","0","0","2","Web请求"
"URI/grcv5/wp/oppositeManager/oppositeList.htm","fawuorg.springframework.boot.loader.WarLauncher","1.0","42.0","42.0","42.0","42.0","42.00","< 0.01","2","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrOppositeAccessService.findCreditLimitContractList.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","402.5","410.25","416.44999901453656","417.69000029563904","401.00","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/userExtendService.getUserTrustors.dwr","org.springframework.boot.loader.WarLauncher","0.9679054054054054","4.990551181102362","7.479127358490566","489.7008290153102","635.7480239999599","74.09","< 0.01","1184","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getSysParamByCode.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.970479910714285","6.474617261103634","10.888455667803365","31.367968491145543","6.92","0.01","2046","0.00","0","0","0","Web请求"
"SpringController/${url.attachment}/${url.attachment.genAttachmentGroupId}","org.springframework.boot.loader.WarLauncher","1.0","4.952798723897912","6.2428242554858935","7.469567792168979","11.698194122314453","6.09","< 0.01","773","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/selector/signingSubjectTreeSelector.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.896484375","5.424715909090909","5.884943149306557","5.976988597349687","5.89","< 0.01","27","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.saveContractProjectRel.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.877224199288256","6.078031437125748","7.484618078448815","12.415826439857483","6.18","< 0.01","464","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/selector/signingSubjectTreeSelector.html","org.springframework.boot.loader.WarLauncher","1.0","4.819642857142857","5.8359375","7.354687392711639","8.240623712539673","5.83","< 0.01","54","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/legalInstitutionLib/invalid.html","org.springframework.boot.loader.WarLauncher","1.0","4.796875","5.546875","6.709374815225601","6.94187505543232","5.67","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrCategorySelectorService.searchCategory.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.796875","5.90625","8.55624908208847","9.711250275373459","6.08","< 0.01","12","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/hdOpinionService.getInformOpinionDatas.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.7280092592592595","5.2734375","7.354686856269836","8.479689002037048","5.70","< 0.01","37","0.00","0","0","0","Web请求"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/user-manager/users/switch/login-token","org.springframework.boot.loader.WarLauncher","1.0","4.708333333333333","5.0625","5.812499955296516","5.962500035762787","5.50","< 0.01","4","0.00","0","0","4","Web请求"
"URI/grcv5/login/impersonate/switch","org.springframework.boot.loader.WarLauncher","1.0","4.699013157894737","5.048519736842105","8.12109375","8.82421875","5.68","< 0.01","25","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getFGLDByorgId.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.691140776699029","5.036711165048544","7.299204124103893","10.874255561828614","5.67","< 0.01","268","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/flowDesignService.getCodeClassChildren.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.676136363636363","5.014204545454545","9.112500965595245","12.538756370544434","5.82","< 0.01","56","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getFGLDByorgId.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.639979802513465","4.959969703770198","7.228873334032424","29.297008261084557","5.73","< 0.01","671","0.00","0","0","0","Web请求"
"URI/grcv5/resources/lib/hd/widget/indidocx/update/update.xml","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.638023399014778","4.957035098522168","6.872975635528564","7.490096054077148","5.70","0.01","2438","0.00","0","0","0","Web请求"
"URI/grcv5/resources/plugins/jquery.table/jquery.table.product.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.6375","4.95625","5.718749821186066","5.94375005364418","5.17","< 0.01","6","0.00","0","0","0","Web请求"
"URI/grcv5/resources/lib/hd/widget/indidocx/update/update.xml","org.springframework.boot.loader.WarLauncher","1.0","4.6199158485273495","4.929873772791024","6.843579170920632","8.368327331542968","5.84","0.01","2496","0.00","0","0","0","Web请求"
"URI/Others/*","fawuorg.springframework.boot.loader.WarLauncher","0.5284090909090909","4.618421052631579","6.425480769230769","1083.787128127733","7515.089086834325","181.50","< 0.01","88","42.05","37","2","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.isTransactionManange.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.617521367521368","4.926282051282051","6.879043663249297","10.023747682571411","5.43","< 0.01","272","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrHierarchyManagerService.findGroupByAccount.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.59765625","4.896484375","5.578125178813934","5.9156248569488525","5.22","< 0.01","9","0.00","0","0","0","Web请求"
"URI/grcv5/resources/lib/hd/widget/indidocx/frmIndiDocs","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5886824324324325","4.883023648648648","6.007031619548798","6.8014063239097595","5.29","< 0.01","41","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.findById.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.579545454545454","4.869318181818182","5.437499642372131","5.887500107288361","5.42","< 0.01","12","0.00","0","0","0","Web请求"
"URI/grcv5/api/flow-mobile/v1/task-form-process/done-pages/undefined","org.springframework.boot.loader.WarLauncher","0.0","4.554347826086957","4.831521739130435","5.0532608343207315","5.775000214576721","5.00","< 0.01","24","100.00","24","0","24","Web请求"
"URI/Others/*","org.springframework.boot.loader.WarLauncher","0.4142857142857143","4.549200391644908","6.0699375","35.23974609375","585.6870874227025","30.51","< 0.01","665","58.05","386","1","6","Web请求"
"SpringController/${url.attachment}/${url.attachment.getValidAttachments}/attachments (POST)","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.520089285714286","6.182091346153846","16.272321428571427","38.443359375","6.97","< 0.01","200","0.00","0","0","0","Web请求"
"URI/grcv5/resources/product/legalServicesDemandTemplate.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5","4.75","4.949999988079071","4.990000009536743","5.00","< 0.01","2","0.00","0","0","0","Web请求"
"URI/grcv5/resources/PDF.js/web/cmaps/UniGB-UCS2-H.bcmap","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5","4.75","4.949999988079071","4.990000009536743","4.75","< 0.01","4","0.00","0","0","0","Web请求"
"URI/grcv5/resources/product/legalServicesDemandTemplate.html","org.springframework.boot.loader.WarLauncher","1.0","4.5","4.75","4.949999988079071","4.990000009536743","4.75","< 0.01","4","0.00","0","0","0","Web请求"
"URI/grcv5/resources/lib/hd/widget/indidocx/IndiDocX.exe","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5","14.23828125","240.30975341796875","276.861915824702","47.10","< 0.01","10","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrHierarchyManagerService.findGroupByAccount.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5","4.75","4.949999968210856","4.990000009536743","5.33","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/userService.getClassifiedResolver.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5","4.75","4.949999988079071","4.990000009536743","5.00","< 0.01","2","0.00","0","0","0","Web请求"
"URI/grcv5/api/flow-mobile/v1/task-form-process/done-pages/undefined","fawuorg.springframework.boot.loader.WarLauncher","0.0","4.5","4.75","4.949999988079071","4.990000009536743","5.13","< 0.01","8","100.00","8","0","8","Web请求"
"URI/grcv5/resources/plugins/jsviews/jsrender.min.js.map","org.springframework.boot.loader.WarLauncher","0.0","4.5","4.75","4.949999988079071","4.990000009536743","5.00","< 0.01","2","100.00","2","0","0","Web请求"
"URI/grcv5/resources/PDF.js/web/cmaps/Adobe-GB1-UCS2.bcmap","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5","4.75","4.949999968210856","4.990000009536743","4.67","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/selector/categorySelector.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.5","5.37890625","7.403906129300594","8.550000429153442","5.56","< 0.01","32","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.findOppConfigInfoByAppId.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.5","4.75","4.949999968210856","4.990000009536743","5.00","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.updateIsLegalLawyer.dwr","fawuorg.springframework.boot.loader.WarLauncher","0.9957627118644068","4.474719101123595","5.034058988764045","77.20707518979907","519.1173650961136","23.97","< 0.01","118","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.updateIsLegalLawyer.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.4296875","10.916015625","58.132274626754224","58.826454925350845","13.92","< 0.01","13","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.updateIsLegalLawyer.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.397625","4.9190625","58.53590901568532","78.10719146765769","9.71","< 0.01","309","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrQuickSearchService.findQuickSearchListByAccount.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.381009615384615","4.896183894230769","11.58047068119049","21.243534743785858","5.94","< 0.01","254","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/selector/categorySelector.html","org.springframework.boot.loader.WarLauncher","1.0","4.374177631578947","4.8959703947368425","7.105579529489789","29.00557816028595","5.66","< 0.01","47","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDicDataMap.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.369419642857143","4.926897321428571","7.235155284404755","9.109690070152283","5.32","< 0.01","37","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrQuickSearchService.findQuickSearchListByAccount.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.353888603696099","4.85372818275154","9.02256669496235","27.4512266431536","5.65","< 0.01","577","0.00","0","0","0","Web请求"
"SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getPreviewAttachConfig","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.342830882352941","6.5654296875","10.888895503112249","11.765391647815704","5.53","< 0.01","77","0.00","0","0","77","Web请求"
"URI/grcv5/resources/plugins/jquery.table/jquery.table.product.html","org.springframework.boot.loader.WarLauncher","1.0","4.339285714285714","5.484375","11.87343780696392","12.774688482284546","5.57","< 0.01","14","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.checkUserHasRole.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.3059142561983474","4.774857954545455","6.691586934603178","11.210271120071411","5.53","< 0.01","538","0.00","0","0","0","Web请求"
"URI/grcv5/resources/lib/hd/widget/indidocx/frmIndiDocs","org.springframework.boot.loader.WarLauncher","1.0","4.3010670731707314","4.777820121951219","6.684801838614724","30.12139493227005","5.78","< 0.01","139","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrDocConfigService.getDocConfigBean.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.297622282608696","4.779110054347826","7.013671875","9.298177083333334","5.35","< 0.01","525","0.00","0","0","0","Web请求"
"URI/grcv5/user/tools/ping.jsp","org.springframework.boot.loader.WarLauncher","1.0","4.2890625","5.4421875","10.44140625","18.521484375","5.52","< 0.01","25","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getEnumsMap.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.282429245283019","4.742113797169811","6.221033059633696","9.811127471923829","5.23","< 0.01","924","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.checkUserHasRole.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.277985873287671","4.753317636986301","6.659133030818059","31.210288166999817","5.44","< 0.01","1316","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserHasRole.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.276550086115895","4.743216637035391","6.5561188587512795","11.057308284917735","5.33","0.12","19910","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserHasRole.dwr","fawuorg.springframework.boot.loader.WarLauncher","0.9999835222778803","4.273083067092652","4.7275159744408946","5.797069101455512","8.272627636902314","5.21","0.18","30344","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.isTransactionManange.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.2721875","4.73765625","6.105866641533084","8.884690148489815","5.11","< 0.01","662","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrLasContractAppConfigService.findOppConfigInfoByAppId.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.261896306818182","4.748490767045455","6.231340548571418","7.440386211170869","5.23","< 0.01","203","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findCurrentUser.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.2561222316865415","4.732618185689949","6.089380697770553","7.827887535095215","5.54","< 0.01","663","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrDocConfigService.getDocConfigBean.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.249445430346052","4.742069653948536","7.008396506309509","10.786497116088867","5.18","< 0.01","1316","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrHdWorkflowService.noOperator.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.2451171875","4.72236328125","6.490847110748291","10.775533103942871","5.06","< 0.01","181","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictValueByKey.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.238544721407624","4.698771994134898","5.225222110748291","9.846560955047607","5.46","< 0.01","744","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getSelectListDefinition.dwr","fawuorg.springframework.boot.loader.WarLauncher","0.999613601236476","4.235681438127091","4.6921247909699","5.05727936990285","7.626326424734933","5.50","< 0.01","1294","0.00","0","0","0","Web请求"
"URI/grcv5/resources/PDF.js/web/viewer.html","org.springframework.boot.loader.WarLauncher","1.0","4.233214285714285","4.696071428571429","5.207140650068011","11.84626042842865","5.30","< 0.01","192","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getEnumsMap.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.232783264033264","4.702371361746362","5.640509693892961","10.578462368104516","5.08","0.02","2677","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/*","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.232634493670886","4.694560917721519","5.135516826923077","10.552160024642944","5.07","< 0.01","865","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictToStrMakeUpFlag.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.230218446601942","4.687317961165048","5.052997492817999","7.403301511492048","5.03","< 0.01","558","0.00","0","0","0","Web请求"
"SpringController/${url.attachment}/${url.attachment.getValidAttachments}/attachments (POST)","org.springframework.boot.loader.WarLauncher","1.0","4.229950221238938","5.766061723602484","11.28515625","47.2532958984375","6.45","< 0.01","625","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getDictFlag.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.221205140640155","4.68277158098933","5.0520246933087","7.396069662911551","5.30","< 0.01","1128","0.00","0","0","0","Web请求"
"URI/grcv5/user/product/contractTemplate/evaluate.html","org.springframework.boot.loader.WarLauncher","1.0","4.21875","5.296875","5.859374910593033","5.97187502682209","5.33","< 0.01","3","0.00","0","0","0","Web请求"
"URI/grcv5/resources/plugins/font-awesome/fonts/fontawesome-webfont.woff2","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.21875","4.667842741935484","5.02711695624936","5.690626859664917","4.91","< 0.01","33","0.00","0","0","0","Web请求"
"URI/grcv5/resources/PDF.js/web/viewer.html","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.21875","4.6743749999999995","5.038874974250794","5.746874570846558","5.09","< 0.01","54","0.00","0","0","0","Web请求"
"URI/grcv5/resources/PDF.js/web/locale/zh-CN/viewer.properties","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.21875","4.809375","5.671875089406967","5.934375286102295","4.86","< 0.01","7","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findCurrentUser.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.213993128964059","4.726248678646934","6.42387174523395","27.497131799396715","5.13","< 0.01","1723","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDicDataMap.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.2113486842105265","4.7109375","6.43359375","30.782988746960957","5.31","< 0.01","135","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictToStrFlag.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.209997406639005","4.671259076763485","5.040268391494434","7.392828941345215","5.01","< 0.01","527","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfoData.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.188179347826087","4.655910326086957","5.03009499674258","7.258360147476196","4.92","< 0.01","153","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrContractSignInfoService.getIsSignByContractId.dwr","fawuorg.springframework.boot.loader.WarLauncher","1.0","4.185201292246521","4.640625","5.0049638842967585","6.508478879928589","4.86","< 0.01","543","0.00","0","0","0","Web请求"
"URI/grcv5/dwr/call/plaincall/dwrLasContractAppConfigService.findOppConfigInfoByAppId.dwr","org.springframework.boot.loader.WarLauncher","1.0","4.173949115044248","4.648091814159292","5.027405996238236","9.416262745857239","5.00","< 0.01","508","0.00","0","0","0","Web请求"
